WELL_ID,DATE,BFPD,BOPD,BWPD,MSCF,BSW,GOR(MSFC/BPPD),GLR(SCF/BFPD),API,FREC(Hz),PIP(PSI),PROF_INTAKE,AMPERAGE,PUMP,PSI_CAB
DEEPWATER-55KSI1,16/2/2017,261.0,253.17,7.83,4.56,3.0,18.01,17.47,32.9,,,10589.0,29.1,ESP-959,220.0
DEEPWATER-55KSI1,16/2/2017,252.97,250.15,2.82,11.67,1.5,46.68,0.0,33.1,47.0,360.0,,29.0,ESP-100,210.0
DEEPWATER-55KSI1,16/10/2016,1140.0,1117.2,22.8,20.11,2.0,18.0,17.64,32.9,,,,,ESP-100,80.0
DEEPWATER-55KSI1,16/1/2021,215.0,94.6,120.4,1.7,56.0,17.97,7.91,32.9,55.2,241.0,9802.0,28.2,ESP-818,229.0
DEEPWATER-55KSI1,15/6/2019,349.49,213.33,136.16,10.29,38.96,48.27,0.0,32.8,,,,,ESP-100,204.9
DEEPWATER-55KSI1,15/5/2017,667.0,613.64,53.36,11.05,8.0,18.01,16.57,32.0,,,,22.4,ESP-954,220.0
DEEPWATER-55KSI1,15/3/2020,338.0,148.72,189.28,2.68,56.0,18.02,7.93,32.9,59.0,440.0,9802.0,35.0,ESP-818,50.0
DEEPWATER-55KSI1,15/2/2021,182.0,80.08,101.92,1.44,56.0,17.98,7.91,32.9,54.4,242.0,9802.0,27.7,ESP-818,230.0
DEEPWATER-55KSI1,15/10/2020,215.0,94.6,120.4,1.7,56.0,17.97,7.91,32.9,55.2,237.0,9802.0,28.0,ESP-818,260.0
DEEPWATER-55KSI1,14/9/2019,172.75,60.72,112.03,3.08,64.16,51.2,0.0,33.0,,,,,ESP-100,203.29
DEEPWATER-55KSI1,14/12/2017,500.12,361.88,138.24,14.08,27.61,39110.02,0.0,32.75,61.0,408.46,,25.429,ESP-100,
DEEPWATER-55KSI1,14/10/2016,1119.0,1096.62,22.38,19.74,2.0,18.0,17.64,32.9,,,,,ESP-100,80.0
DEEPWATER-55KSI1,14/1/2020,134.0,75.04,58.96,1.35,44.0,17.99,10.07,32.9,64.0,396.0,10589.0,25.0,ESP-954,225.0
DEEPWATER-55KSI1,13/9/2019,190.0,114.0,76.0,2.05,40.0,17.98,10.79,32.9,63.0,415.0,10589.0,21.0,ESP-954,230.0
DEEPWATER-55KSI1,13/3/2021,112.0,49.28,62.72,0.89,56.0,18.06,7.95,32.9,53.8,248.0,9802.0,27.7,ESP-818,220.0
DEEPWATER-55KSI1,13/2/2020,412.0,144.2,267.8,2.6,65.0,18.03,6.31,32.9,53.7,915.0,9802.0,33.0,ESP-818,200.0
DEEPWATER-55KSI1,13/2/2019,339.51,209.56,129.95,9.97,38.29,47.59,0.0,32.8,,,,,ESP-100,209.6
DEEPWATER-55KSI1,13/2/2019,338.0,202.8,135.2,3.65,40.0,18.0,10.8,32.9,63.0,352.0,10589.0,24.1,ESP-954,230.0
DEEPWATER-55KSI1,13/11/2017,549.4,392.45,156.95,15.7,28.56,40026.19,0.0,32.52,61.0,352.89,,25.39,ESP-100,215.0
DEEPWATER-55KSI1,13/11/2017,544.0,402.56,141.44,7.25,26.0,18.01,13.33,32.0,61.0,360.0,10589.0,26.0,ESP-954,190.0
DEEPWATER-55KSI1,13/1/2019,350.92,216.77,134.15,9.8,38.22,45.26,0.0,32.9,,,,,ESP-100,202.82
DEEPWATER-55KSI1,12/4/2017,758.79,700.2,58.59,31.05,7.72,44.34,0.0,30.3,59.2,737.1,,24.0,ESP-100,180.0
DEEPWATER-55KSI1,12/2/2020,481.0,144.3,336.7,2.6,70.0,18.02,5.41,32.9,53.7,915.0,9802.0,33.0,ESP-818,200.0
DEEPWATER-55KSI1,11/8/2020,213.0,93.72,119.28,1.69,56.0,18.03,7.93,32.9,56.0,325.0,9802.0,30.0,ESP-818,200.0
DEEPWATER-55KSI1,11/7/2019,273.0,163.8,109.2,2.95,40.0,18.01,10.81,32.9,63.0,438.0,10589.0,21.4,ESP-954,230.0
DEEPWATER-55KSI1,11/6/2019,256.16,151.28,104.89,7.16,40.95,47.37,0.0,32.8,,,,,ESP-100,204.84
DEEPWATER-55KSI1,11/5/2017,667.0,626.98,40.02,11.29,6.0,18.01,16.93,32.0,,,,22.7,ESP-954,220.0
DEEPWATER-55KSI1,11/2/2020,220.0,132.0,88.0,2.38,40.0,18.0,10.82,32.9,54.0,1008.0,,,ESP-100,10.0
DEEPWATER-55KSI1,11/11/2017,525.0,388.5,136.5,6.99,26.0,17.99,13.31,32.0,,,10589.0,26.0,ESP-954,190.0
DEEPWATER-55KSI1,11/1/2017,742.63,715.87,26.76,35.5,3.89,49.59,0.0,,46.0,222.17,,27.6,ESP-100,200.0
DEEPWATER-55KSI1,10/9/2019,192.0,115.2,76.8,2.07,40.0,17.97,10.78,32.9,63.0,425.0,10589.0,21.0,ESP-954,230.0
DEEPWATER-55KSI1,10/5/2017,208.33,181.93,26.39,7.87,12.8,43.1,0.0,32.94,59.2,750.18,,22.522,ESP-100,217.78
DEEPWATER-55KSI1,10/4/2017,709.54,660.09,49.45,29.45,6.97,44.63,0.0,33.1,59.2,727.0,,23.85,ESP-100,212.5
DEEPWATER-55KSI1,10/2/2020,220.0,132.0,88.0,2.38,40.0,18.0,10.82,32.9,52.0,2148.0,9802.0,34.1,ESP-818,10.0
DEEPWATER-55KSI1,10/11/2018,390.9,245.6,145.3,11.6,37.1,47.1,0.0,32.9,,,,,ESP-100,214.3
DEEPWATER-55KSI1,10/11/2018,390.0,241.8,148.2,4.35,38.0,17.99,11.15,32.9,63.0,355.0,10589.0,25.0,ESP-954,240.0
DEEPWATER-55KSI1,1/7/2017,649.0,584.1,64.9,10.51,10.0,17.99,16.19,32.0,,,10589.0,24.4,ESP-954,220.0
DEEPWATER-55KSI1,1/6/2018,315.65,199.41,116.24,9.36,36.83,46.93,0.0,33.0,,,,,ESP-100,200.93
DEEPWATER-55KSI1,1/4/2020,332.0,146.08,185.92,2.63,56.0,18.0,7.92,32.9,59.0,300.0,9802.0,35.0,ESP-818,200.0
DEEPWATER-55KSI1,1/4/2017,640.0,473.6,166.4,8.41,26.0,17.76,13.14,32.0,,,,24.5,ESP-954,230.0
DEEPWATER-55KSI1,1/3/2020,340.0,149.6,190.4,2.69,56.0,17.98,7.91,32.9,59.0,451.0,9802.0,35.0,ESP-818,50.0
DEEPWATER-55KSI1,1/3/2018,470.39,307.99,162.4,12.92,34.03,41838.96,0.0,32.47,61.0,484.59,,25.3,ESP-100,200.0
DEEPWATER-55KSI1,1/3/2018,438.0,297.84,140.16,5.36,32.0,18.0,12.24,32.0,61.0,458.0,10589.0,25.0,ESP-954,210.0
DEEPWATER-55KSI1,1/12/2016,1018.22,998.93,19.29,24.87,1.89,24.9,0.0,,48.567,218.83,,35.333,ESP-100,
DEEPWATER-55KSI1,1/10/2019,115.21,53.25,61.96,2.44,58.95,47.16,0.0,32.8,,,,,ESP-100,212.84
DEEPWATER-55KSI1,1/10/2016,1327.6,1323.52,4.08,34.59,0.27,26.14,0.0,32.7,45.0,641.63,,41.667,ESP-100,80.0
DEEPWATER-55X0XE,9/8/2016,3098.3,3098.3,0.0,157.0,0.0,50.72,0.0,32.4,50.0,866.2,,60.9,ESP-100,266.3
DEEPWATER-55X0XE,9/8/2016,2285.0,2262.15,22.85,40.72,1.0,18.0,17.82,32.7,,,,,ESP-100,260.0
DEEPWATER-55X0XE,9/7/2017,1279.0,895.3,383.7,16.12,30.0,18.01,12.6,32.7,,,10578.0,50.4,ESP-504,170.0
DEEPWATER-55X0XE,9/5/2019,212.0,127.2,84.8,2.29,40.0,18.0,10.8,33.4,60.5,450.0,9723.0,21.6,ESP-041,200.0
DEEPWATER-55X0XE,9/2/2020,130.0,93.6,36.4,1.69,28.0,18.06,13.0,33.4,62.5,455.0,9723.0,19.2,ESP-041,205.0
DEEPWATER-55X0XE,9/2/2017,1560.0,1466.4,93.6,26.4,6.0,18.0,16.92,32.7,,,,51.5,ESP-504,170.0
DEEPWATER-55X0XE,9/2/2017,1551.77,1456.66,95.11,45.63,6.13,31.33,0.0,32.05,49.0,668.94,,51.5,ESP-100,179.38
DEEPWATER-55X0XE,9/12/2017,727.0,407.12,319.88,7.33,44.0,18.0,10.08,32.7,49.0,,10578.0,44.0,ESP-504,200.0
DEEPWATER-55X0XE,9/12/2017,726.98,402.73,324.25,15.87,44.6,39428.05,0.0,32.7,49.0,,,43.7,ESP-100,
DEEPWATER-55X0XE,9/1/2019,339.0,169.5,169.5,3.05,50.0,17.99,9.0,33.4,59.0,576.0,9723.0,20.8,ESP-041,240.0
DEEPWATER-55X0XE,9/1/2018,371.34,269.7,101.64,8.13,27.24,30.24,0.0,32.6,,,,,ESP-100,104.88
DEEPWATER-55X0XE,8/8/2016,2285.0,2262.15,22.85,40.72,1.0,18.0,17.82,32.7,,,,,ESP-100,320.0
DEEPWATER-55X0XE,8/7/2017,1400.0,980.0,420.0,17.64,30.0,18.0,12.6,32.7,,,10578.0,50.0,ESP-504,170.0
DEEPWATER-55X0XE,8/6/2019,184.81,110.12,74.69,5.41,40.41,49.24,0.0,32.6,,,,,ESP-100,201.76
DEEPWATER-55X0XE,8/3/2019,308.0,184.8,123.2,3.33,40.0,18.02,10.81,33.4,59.0,602.0,9723.0,22.6,ESP-041,210.0
DEEPWATER-55X0XE,8/2/2018,650.1,345.24,304.86,14.18,46.88,41064.63,0.0,32.1,53.5,381.17,,34.717,ESP-100,200.0
DEEPWATER-55X0XE,8/2/2018,620.0,310.0,310.0,5.58,50.0,18.0,9.0,32.7,53.5,372.0,10100.0,34.0,ESP-815,230.0
DEEPWATER-55X0XE,8/2/2017,1564.34,1467.79,96.55,45.32,6.17,30.88,0.0,32.05,49.0,680.24,,51.5,ESP-100,170.56
DEEPWATER-55X0XE,8/2/2017,1560.0,1466.4,93.6,26.4,6.0,18.0,16.92,32.7,,,,51.5,ESP-504,170.0
DEEPWATER-55X0XE,8/11/2017,796.24,461.97,334.27,17.76,41.98,38448.36,0.0,32.4,49.0,,,45.9,ESP-100,190.0
DEEPWATER-55X0XE,8/1/2019,355.0,177.5,177.5,3.2,50.0,18.03,9.01,32.7,58.0,688.0,9723.0,21.0,ESP-041,240.0
DEEPWATER-55X0XE,8/1/2018,427.35,292.75,134.6,4.13,31.52,14.06,0.0,32.57,,,,,ESP-100,9.49
DEEPWATER-55X0XE,7/8/2016,2433.5,,2433.5,139.3,0.0,0.0,0.0,32.7,51.0,901.2,,64.5,ESP-100,295.6
DEEPWATER-55X0XE,7/5/2019,186.33,101.93,84.4,4.92,45.55,48.5,0.0,,,,,,ESP-100,196.25
DEEPWATER-55X0XE,7/4/2017,1334.4,1121.47,212.93,38.41,15.96,34.26,0.0,32.34,49.0,,,50.4,ESP-100,160.0
DEEPWATER-55X0XE,7/3/2017,1536.0,1382.4,153.6,24.88,10.0,18.0,16.2,32.7,,,,51.5,ESP-504,170.0
DEEPWATER-55X0XE,7/3/2017,1505.66,1322.73,182.93,41.17,12.15,31.13,0.0,32.0,49.0,622.3,,51.5,ESP-100,190.0
DEEPWATER-55X0XE,7/2/2018,652.88,331.59,321.3,13.68,49.19,41283.36,0.0,32.4,53.44,400.2,,34.72,ESP-100,200.0
DEEPWATER-55X0XE,7/2/2018,620.0,248.0,372.0,4.46,60.0,17.98,7.19,32.7,53.5,396.0,10100.0,35.0,ESP-815,230.0
DEEPWATER-55X0XE,7/2/2017,1591.56,1494.9,96.66,47.76,6.07,31.95,0.0,32.1,49.0,701.62,,51.378,ESP-100,176.11
DEEPWATER-55X0XE,7/2/2017,1560.0,1419.6,140.4,25.55,9.0,18.0,16.38,32.7,,,,51.5,ESP-504,180.0
DEEPWATER-55X0XE,7/12/2016,516.0,479.88,36.12,8.64,7.0,18.0,16.74,32.7,,,,,ESP-100,40.0
DEEPWATER-55X0XE,7/11/2019,415.0,282.2,132.8,5.08,32.0,18.0,12.24,33.4,60.0,473.0,9723.0,21.0,ESP-041,190.0
DEEPWATER-55X0XE,7/1/2019,465.0,199.95,265.05,3.63,57.0,18.15,7.81,32.7,57.0,784.0,9723.0,20.6,ESP-041,240.0
DEEPWATER-55X0XE,6/8/2019,156.0,93.6,62.4,1.69,40.0,18.06,10.83,33.4,61.0,450.0,9723.0,19.0,ESP-041,190.0
DEEPWATER-55X0XE,6/8/2016,2483.7,,2483.7,144.7,0.0,0.0,0.0,32.69,51.0,942.4,,64.9,ESP-100,301.3
DEEPWATER-55X0XE,6/7/2017,1408.0,1013.76,394.24,18.25,28.0,18.0,12.96,32.7,,,10214.0,50.4,ESP-504,170.0
DEEPWATER-55X0XE,6/5/2018,545.0,272.5,272.5,4.91,50.0,18.02,9.01,32.7,53.0,330.0,10100.0,33.8,ESP-815,220.0
DEEPWATER-55X0XE,6/5/2017,1327.51,985.48,342.03,39.63,25.77,40.22,0.0,32.57,49.0,,,50.4,ESP-100,178.33
DEEPWATER-55X0XE,6/4/2020,132.0,95.04,36.96,1.71,28.0,17.99,12.95,33.4,63.0,455.0,9723.0,19.0,ESP-041,205.0
DEEPWATER-55X0XE,6/4/2019,219.0,131.4,87.6,2.37,40.0,18.04,10.82,33.4,59.0,450.0,9723.0,21.3,ESP-041,210.0
DEEPWATER-55X0XE,6/4/2017,1479.0,1242.36,236.64,22.36,16.0,18.0,15.12,32.7,,,,50.4,ESP-504,170.0
DEEPWATER-55X0XE,6/3/2019,308.83,189.2,119.63,9.43,38.74,49.83,0.0,32.5,,,,,ESP-100,206.74
DEEPWATER-55X0XE,6/3/2017,1537.0,1383.3,153.7,24.9,10.0,18.0,16.2,32.7,,,,52.0,ESP-504,170.0
DEEPWATER-55X0XE,6/3/2017,1505.83,1325.15,180.68,40.38,12.0,30.48,0.0,,,,,,ESP-100,0.0
DEEPWATER-55X0XE,6/2/2018,658.42,335.54,322.88,14.08,49.02,41955.42,0.0,32.4,53.536,399.77,,34.9,ESP-100,200.0
DEEPWATER-55X0XE,6/2/2018,620.0,217.0,403.0,3.91,65.0,18.0,6.31,32.7,54.0,400.0,10100.0,35.0,ESP-815,230.0
DEEPWATER-55X0XE,6/2/2017,1604.57,1509.94,94.62,48.59,5.9,32.18,0.0,32.15,49.0,721.16,,51.633,ESP-100,188.89
DEEPWATER-55X0XE,6/2/2017,1550.0,1410.5,139.5,25.39,9.0,18.0,16.38,32.7,,,,51.5,ESP-904,180.0
DEEPWATER-55X0XE,6/12/2017,724.0,405.44,318.56,7.3,44.0,18.01,10.08,32.7,49.0,,10578.0,45.0,ESP-504,190.0
DEEPWATER-55X0XE,6/12/2016,785.0,730.05,54.95,13.14,7.0,18.0,16.74,32.7,,,,,ESP-100,40.0
DEEPWATER-55X0XE,6/10/2020,113.0,94.92,18.08,1.63,16.0,17.17,14.42,33.4,63.0,649.0,9723.0,19.0,ESP-041,50.0
DEEPWATER-55X0XE,6/10/2019,158.0,94.8,63.2,1.71,40.0,18.04,10.82,33.4,61.0,450.0,9723.0,19.0,ESP-041,200.0
DEEPWATER-55X0XE,6/10/2017,882.0,529.2,352.8,9.53,40.0,18.01,10.8,32.7,49.0,,10578.0,49.0,ESP-504,180.0
DEEPWATER-55X0XE,5/5/2019,225.0,135.0,90.0,2.43,40.0,18.0,10.8,33.4,60.5,449.0,9723.0,21.6,ESP-041,210.0
DEEPWATER-55X0XE,5/2/2020,116.0,78.88,37.12,1.42,32.0,18.0,12.24,33.4,62.5,333.0,9723.0,19.5,ESP-041,195.0
DEEPWATER-55X0XE,5/2/2018,673.36,,,14.23,,0.0,0.0,32.8,53.5,400.0,,34.6,ESP-100,200.0
DEEPWATER-55X0XE,5/2/2018,600.0,150.0,450.0,2.7,75.0,18.0,4.5,32.7,53.4,399.0,10100.0,34.0,ESP-815,250.0
DEEPWATER-55X0XE,5/2/2017,1617.25,1518.63,98.62,46.95,6.1,30.92,0.0,32.1,49.0,730.03,,51.5,ESP-100,163.33
DEEPWATER-55X0XE,5/2/2017,1461.0,1285.68,175.32,23.14,12.0,18.0,15.84,32.7,,,,51.5,ESP-904,180.0
DEEPWATER-55X0XE,5/11/2016,1107.0,1029.51,77.49,18.53,7.0,18.0,16.74,32.7,,,,,ESP-100,160.0
DEEPWATER-55X0XE,5/10/2017,882.0,564.48,317.52,10.16,36.0,18.0,11.52,32.7,,,10578.0,49.0,ESP-504,180.0
DEEPWATER-55X0XE,5/10/2016,1264.59,1237.24,27.35,28.4,1.98,22.86,0.0,32.03,49.0,219.72,,45.967,ESP-100,190.0
DEEPWATER-55X0XE,4/7/2020,126.0,90.72,35.28,1.63,28.0,17.97,12.94,33.4,61.0,474.0,9723.0,18.0,ESP-041,25.0
DEEPWATER-55X0XE,4/6/2018,424.06,278.75,145.31,13.22,34.27,47.41,0.0,32.8,,,,,ESP-100,206.12
DEEPWATER-55X0XE,4/5/2019,225.22,137.0,88.22,6.7,39.07,48.94,0.0,32.5,,,,,ESP-100,200.33
DEEPWATER-55X0XE,4/2/2018,854.03,,,6.42,,0.0,0.0,32.57,55.571000000000005,1149.54,,39.129,ESP-100,207.5
DEEPWATER-55X0XE,4/2/2017,1613.96,1505.42,108.54,49.56,6.73,32.92,0.0,32.0,49.0,730.1,,51.5,ESP-100,180.0
DEEPWATER-55X0XE,4/2/2017,1405.0,1138.05,266.95,20.49,19.0,18.0,14.58,32.7,,,,52.0,ESP-904,185.0
DEEPWATER-55X0XE,4/12/2019,347.0,235.96,111.04,4.25,32.0,18.01,12.25,33.4,60.5,499.0,9723.0,20.0,ESP-041,200.0
DEEPWATER-55X0XE,4/12/2017,739.05,414.98,324.07,16.5,43.85,39771.2,0.0,32.6,49.0,,,44.8,ESP-100,
DEEPWATER-55X0XE,4/12/2017,715.0,414.7,300.3,7.47,42.0,18.01,10.45,32.7,,,10578.0,43.7,ESP-504,200.0
DEEPWATER-55X0XE,4/11/2016,552.2,537.22,14.98,11.21,2.7,20.87,0.0,32.2,48.2,219.62,,43.617,ESP-100,160.0
DEEPWATER-55X0XE,4/10/2017,874.0,576.84,297.16,10.38,34.0,17.99,11.88,32.7,,,10578.0,49.0,ESP-504,180.0
DEEPWATER-55X0XE,4/10/2017,866.44,520.24,346.19,20.0,39.95,38440.89,0.0,32.65,49.0,,,47.0,ESP-100,200.0
DEEPWATER-55X0XE,31/10/2019,453.42,317.78,135.64,4.49,28.71,14.2,0.0,33.4,,,,,ESP-100,23.44
DEEPWATER-55X0XE,30/9/2020,113.0,94.92,18.08,1.63,16.0,17.17,14.42,33.4,63.0,649.0,9723.0,19.0,ESP-041,50.0
DEEPWATER-55X0XE,30/9/2016,2393.0,2225.49,167.51,40.06,7.0,18.0,16.74,32.7,,,,,ESP-100,190.0
DEEPWATER-55X0XE,30/9/2016,1466.22,1442.4,23.82,36.17,1.56,25.08,0.0,32.5,49.0,219.1,,46.0,ESP-100,195.0
DEEPWATER-55X0XE,30/8/2018,268.6,181.2,87.4,8.4,32.6,46.5,0.0,32.6,,,,,ESP-100,208.4
DEEPWATER-55X0XE,30/8/2017,1030.0,679.8,350.2,12.24,34.0,18.01,11.88,32.7,,,10578.0,49.0,ESP-504,180.0
DEEPWATER-55X0XE,30/8/2016,2920.0,2803.2,116.8,50.46,4.0,18.0,17.28,32.7,,,,,ESP-100,40.0
DEEPWATER-55X0XE,30/4/2017,1347.16,1026.69,320.48,37.15,23.79,36.19,0.0,32.2,49.0,,,50.4,ESP-100,170.0
DEEPWATER-55X0XE,30/3/2017,1559.64,1360.53,199.11,46.75,12.77,34.37,0.0,32.5,49.0,,,51.5,ESP-100,170.0
DEEPWATER-55X0XE,30/12/2019,347.0,235.96,111.04,4.25,32.0,18.01,12.25,33.4,60.5,499.0,9723.0,20.0,ESP-041,200.0
DEEPWATER-55X0XE,30/11/2018,316.0,158.0,158.0,2.84,50.0,17.97,8.99,32.7,53.3,444.0,10100.0,32.8,ESP-815,220.0
DEEPWATER-55X0XE,30/11/2018,243.96,154.09,89.87,8.0,38.73,61.05,0.0,32.6,,,,,ESP-100,212.31
DEEPWATER-55X0XE,30/11/2016,544.93,536.11,8.82,8.53,1.62,15.91,0.0,,49.0,217.5,,42.9,ESP-100,
DEEPWATER-55X0XE,3/9/2018,272.0,136.0,136.0,2.45,50.0,18.01,9.01,32.7,53.3,232.0,10100.0,32.0,ESP-815,220.0
DEEPWATER-55X0XE,3/3/2017,1514.53,1336.85,177.68,40.19,11.73,30.07,0.0,32.1,49.0,622.3,,51.5,ESP-100,180.0
DEEPWATER-55X0XE,3/2/2017,1641.46,1487.04,154.42,48.7,9.39,32.75,0.0,32.0,48.953,789.2,,52.083,ESP-100,180.83
DEEPWATER-55X0XE,3/2/2017,1250.0,625.0,625.0,11.25,50.0,18.0,9.0,32.7,,,,52.0,ESP-904,184.0
DEEPWATER-55X0XE,3/11/2019,404.41,278.82,125.59,12.88,31.0,46.19,0.0,33.4,,,,,ESP-100,194.08
DEEPWATER-55X0XE,3/1/2017,377.0,350.61,26.39,6.31,7.0,18.0,16.74,32.7,,,,39.0,ESP-804,230.0
DEEPWATER-55X0XE,29/9/2017,882.0,582.12,299.88,10.48,34.0,18.0,11.88,32.7,,,10578.0,49.0,ESP-504,180.0
DEEPWATER-55X0XE,29/8/2016,2920.0,2803.2,116.8,50.46,4.0,18.0,17.28,32.7,,,,,ESP-100,40.0
DEEPWATER-55X0XE,29/6/2018,545.0,272.5,272.5,4.91,50.0,18.02,9.01,32.7,53.0,330.0,10100.0,33.8,ESP-815,220.0
DEEPWATER-55X0XE,29/4/2019,196.0,117.6,78.4,2.12,40.0,18.03,10.82,33.4,60.5,451.0,9723.0,22.0,ESP-041,210.0
DEEPWATER-55X0XE,29/11/2017,752.54,425.38,327.16,16.46,43.46,38743.04,0.0,32.45,49.0,,,44.863,ESP-100,
DEEPWATER-55X0XE,28/8/2017,1030.0,710.7,319.3,12.79,31.0,18.0,12.42,32.7,,,10578.0,48.5,ESP-504,170.0
DEEPWATER-55X0XE,28/6/2017,1408.0,1098.24,309.76,19.77,22.0,18.0,14.04,32.7,,,,50.4,ESP-504,170.0
DEEPWATER-55X0XE,28/3/2017,1524.15,1324.34,199.82,44.93,13.12,33.94,0.0,32.0,49.0,,,50.4,ESP-100,180.0
DEEPWATER-55X0XE,28/2/2018,612.4,361.61,250.79,15.61,40.88,43129.65,0.0,,57.0,,,25.3,ESP-100,
DEEPWATER-55X0XE,28/2/2017,1526.06,1352.1,173.96,42.02,11.4,31.08,0.0,32.2,,,,,ESP-100,190.0
DEEPWATER-55X0XE,28/12/2016,907.3,869.0,38.3,38.1,4.2,43.9,0.0,,49.5,364.9,,42.1,ESP-100,206.7
DEEPWATER-55X0XE,28/11/2020,93.0,78.12,14.88,1.32,16.0,16.9,14.19,33.4,66.0,504.0,9723.0,21.0,ESP-041,20.0
DEEPWATER-55X0XE,28/10/2016,817.06,797.23,19.83,15.84,2.43,19.87,0.0,32.3,48.5,214.1,,33.15,ESP-100,180.0
DEEPWATER-55X0XE,27/9/2018,298.0,149.0,149.0,2.68,50.0,17.99,8.99,32.7,53.3,293.0,10100.0,33.0,ESP-815,210.0
DEEPWATER-55X0XE,27/8/2017,1060.0,742.0,318.0,13.36,30.0,18.01,12.6,32.7,,,10578.0,49.0,ESP-504,170.0
DEEPWATER-55X0XE,27/8/2016,3081.1,3075.3,5.8,120.5,0.2,39.3,0.0,32.4,51.0,414.9,,54.1,ESP-100,
DEEPWATER-55X0XE,27/8/2016,2925.0,2837.25,87.75,51.07,3.0,18.0,17.46,32.7,,,,,ESP-100,40.0
DEEPWATER-55X0XE,27/7/2017,1188.0,831.6,356.4,14.97,30.0,18.0,12.6,32.7,,,10578.0,48.5,ESP-504,170.0
DEEPWATER-55X0XE,27/6/2019,179.0,107.4,71.6,1.93,40.0,17.97,10.78,33.4,60.5,450.0,9723.0,21.0,ESP-041,210.0
DEEPWATER-55X0XE,27/5/2018,545.0,272.5,272.5,4.91,50.0,18.02,9.01,32.7,53.0,330.0,10100.0,33.8,ESP-815,220.0
DEEPWATER-55X0XE,27/4/2019,218.0,130.8,87.2,2.35,40.0,17.97,10.78,33.4,60.5,450.0,9723.0,23.0,ESP-041,230.0
DEEPWATER-55X0XE,27/3/2019,226.0,135.6,90.4,2.44,40.0,17.99,10.8,33.4,59.0,511.0,9723.0,22.2,ESP-041,220.0
DEEPWATER-55X0XE,27/2/2017,1530.12,1356.95,173.17,41.78,11.32,30.79,0.0,32.1,,,,,ESP-100,190.0
DEEPWATER-55X0XE,27/11/2016,586.19,583.77,2.42,9.91,0.52,16.99,0.0,,48.0,212.0,,39.6,ESP-100,350.0
DEEPWATER-55X0XE,26/9/2019,176.0,105.6,70.4,1.9,40.0,17.99,10.8,33.4,61.0,490.0,9723.0,19.0,ESP-041,205.0
DEEPWATER-55X0XE,26/8/2016,3072.0,3069.7,2.3,118.4,0.1,38.6,0.0,32.4,51.0,409.0,,54.3,ESP-100,
DEEPWATER-55X0XE,26/7/2019,159.0,95.4,63.6,1.72,40.0,18.03,10.82,33.4,60.0,450.0,9723.0,20.7,ESP-041,220.0
DEEPWATER-55X0XE,26/6/2020,132.0,95.04,36.96,1.71,28.0,17.99,12.95,33.4,60.0,450.0,9723.0,19.5,ESP-041,25.0
DEEPWATER-55X0XE,26/4/2017,1377.53,1019.93,357.6,37.36,25.96,36.63,0.0,32.27,49.0,,,50.4,ESP-100,166.67
DEEPWATER-55X0XE,26/11/2019,350.0,238.0,112.0,4.28,32.0,17.98,12.23,33.4,60.5,499.0,9723.0,20.0,ESP-041,200.0
DEEPWATER-55X0XE,26/10/2016,824.82,797.85,26.97,16.0,3.3,20.07,0.0,32.3,48.5,196.43,,44.063,ESP-100,164.38
DEEPWATER-55X0XE,26/1/2019,324.0,194.4,129.6,3.49,40.0,17.95,10.77,33.4,59.0,509.0,9723.0,21.0,ESP-041,220.0
DEEPWATER-55X0XE,25/9/2019,180.07,115.06,65.01,5.22,36.16,45.56,0.0,32.8,,,,,ESP-100,196.24
DEEPWATER-55X0XE,25/9/2017,882.25,542.36,339.89,21.45,38.53,39.55,0.0,32.0,,,,,ESP-100,
DEEPWATER-55X0XE,25/8/2018,225.73,152.4,73.33,6.7,32.0,44.2,0.0,32.6,,,,,ESP-100,202.7
DEEPWATER-55X0XE,25/6/2019,218.67,134.69,83.99,6.38,38.68,47.48,0.0,32.8,,,,,ESP-100,198.66
DEEPWATER-55X0XE,25/6/2019,175.0,105.0,70.0,1.89,40.0,18.0,10.8,33.4,60.5,457.0,9723.0,21.0,ESP-041,210.0
DEEPWATER-55X0XE,25/4/2018,476.34,314.46,161.88,14.15,33.98,44.99,0.0,32.0,53.0,358.6,,33.8,ESP-100,202.47
DEEPWATER-55X0XE,25/3/2020,135.0,97.2,37.8,1.75,28.0,18.0,12.96,33.4,63.0,449.0,9723.0,19.0,ESP-041,205.0
DEEPWATER-55X0XE,25/3/2019,226.8,135.6,91.2,6.5,40.2,48.2,0.0,32.5,,,,,ESP-100,197.3
DEEPWATER-55X0XE,25/12/2016,727.77,691.32,36.45,11.86,4.99,18.04,0.0,,48.734,218.69,,41.238,ESP-100,54.69
DEEPWATER-55X0XE,24/9/2016,2530.0,2352.9,177.1,42.35,7.0,18.0,16.74,32.7,,,,,ESP-100,40.0
DEEPWATER-55X0XE,24/8/2016,2931.0,2872.38,58.62,51.7,2.0,18.0,17.64,32.7,,,,,ESP-100,35.0
DEEPWATER-55X0XE,24/6/2019,245.15,146.99,98.17,2.51,40.04,17.09,0.0,32.8,,,,,ESP-100,9.85
DEEPWATER-55X0XE,24/6/2018,371.71,247.19,124.52,11.88,33.5,48.04,0.0,32.0,,,,,ESP-100,208.54
DEEPWATER-55X0XE,24/5/2017,1402.0,1093.56,308.44,19.68,22.0,18.0,14.04,32.7,,,,50.0,ESP-504,170.0
