WELL_ID,DATE,CURRENT,PRESS_DESC,FREQUENCY,PRESS_INT,TEMP_INT,TEMP_MOT,OUT_VOLT,VIBRATION,PRESS_INTK,TEMP_INTK,WellFailure
DEEPWATER-5RY0MV,2019-06-05,15.92,0.0,140.0,,,31.86,343.0,0.0,6008.23,36.8,
DEEPWATER-5RY0MV,2019-06-06,15.98,0.0,140.0,,,34.78,343.0,0.0,8102.55,36.6,
DEEPWATER-5RY0MV,2019-06-07,15.83,0.0,140.0,,,31.67,343.0,0.0,22432.54,31.57,
DEEPWATER-5RY0MV,2019-06-08,15.75,0.0,140.0,,,52.28,343.0,0.0,2319.99,34.2,
DEEPWATER-5RY0MV,2019-06-09,15.65,0.0,140.0,,,47.06,343.0,0.0,7122.37,46.82,
DEEPWATER-5RY0MV,2019-06-10,15.76,0.0,140.0,,,32.0,343.0,0.0,1318.15,31.98,
DEEPWATER-5RY0MV,2019-06-11,16.65,0.0,138.89,,,32.0,339.86,0.0,0.0,32.0,
DEEPWATER-5RY0MV,2019-06-12,16.85,0.0,140.0,,,31.96,343.0,0.0,1917.31,31.96,
DEEPWATER-5RY0MV,2019-06-13,16.63,0.0,140.0,,,31.96,343.0,0.0,2132.74,31.96,
DEEPWATER-5RY0MV,2019-06-14,16.22,0.0,140.0,,,43.01,343.0,0.0,3604.06,31.93,
DEEPWATER-5RY0MV,2019-06-15,15.95,0.0,140.0,,,31.95,342.99,0.0,2565.05,31.95,
DEEPWATER-5RY0MV,2019-06-16,16.46,0.0,140.0,,,32.0,343.0,0.0,0.0,32.0,
DEEPWATER-5RY0MV,2019-06-17,15.83,0.0,140.0,,,31.95,343.01,0.0,2565.05,31.95,
DEEPWATER-5RY0MV,2019-06-18,16.39,0.0,140.0,,,31.9,342.99,0.0,5157.98,31.9,
DEEPWATER-5RY0MV,2019-06-19,16.15,0.0,140.0,,,31.95,342.99,0.0,2402.71,31.95,
DEEPWATER-5RY0MV,2019-06-20,15.88,0.0,140.0,,,31.98,343.0,0.0,1265.43,31.98,
DEEPWATER-5RY0MV,2019-06-21,15.63,0.0,140.0,,,31.98,342.98,0.0,1186.34,31.98,
DEEPWATER-5RY0MV,2019-06-22,15.12,0.0,140.0,,,31.89,343.03,0.0,5582.76,31.89,
DEEPWATER-5RY0MV,2019-06-23,15.3,0.0,140.0,,,31.98,342.98,0.0,1201.35,31.98,
DEEPWATER-5RY0MV,2019-06-24,15.15,0.0,140.0,,,31.89,342.99,0.0,5931.68,31.89,
DEEPWATER-5RY0MV,2019-06-25,15.09,0.0,140.0,,,31.98,342.97,0.0,1143.46,31.98,
DEEPWATER-5RY0MV,2019-06-26,14.99,0.0,140.0,,,31.98,343.02,0.0,1090.88,31.98,
DEEPWATER-5RY0MV,2019-06-27,15.18,0.0,140.0,,,31.91,343.0,0.0,4930.23,31.91,
DEEPWATER-5RY0MV,2019-06-28,15.33,0.0,140.0,,,36.07,342.98,0.0,3559.01,31.93,
DEEPWATER-5RY0MV,2019-06-29,15.69,0.0,136.86,,,32.18,337.83,0.0,2344.72,34.4,
DEEPWATER-5RY0MV,2019-06-30,15.29,0.0,142.0,,,142.63,347.87,0.0,3991.13,109.92,
DEEPWATER-5RY0MV,2019-07-01,8.7,0.0,142.0,,,278.17,347.99,0.0,517.26,231.27,
DEEPWATER-5RY0MV,2019-07-02,10.24,0.0,142.0,,,298.13,347.98,0.0,826.91,232.52,
DEEPWATER-5RY0MV,2019-07-03,10.78,0.0,151.91,,,306.41,370.91,0.0,860.84,232.59,
DEEPWATER-5RY0MV,2019-07-04,10.11,0.0,122.31,,,296.91,311.56,0.0,929.57,230.77,
DEEPWATER-5RY0MV,2019-07-05,5.11,0.0,41.3,,,261.15,122.09,0.0,1251.83,231.96,
DEEPWATER-5RY0MV,2019-07-06,7.44,0.0,73.12,,,258.73,210.29,0.0,1474.86,234.53,
DEEPWATER-5RY0MV,2019-07-07,12.89,0.0,140.09,,,292.02,403.03,0.0,1319.39,237.21,
DEEPWATER-5RY0MV,2019-07-08,12.53,0.0,145.92,,,290.89,419.75,0.0,1214.61,236.27,
DEEPWATER-5RY0MV,2019-07-09,11.86,0.0,150.82,,,284.93,419.67,0.0,1069.35,235.5,
DEEPWATER-5RY0MV,2019-07-10,12.99,0.0,157.22,,,284.0,425.44,0.0,1012.27,235.38,
DEEPWATER-5RY0MV,2019-07-11,13.76,0.0,160.97,,,284.86,435.36,0.0,971.91,235.63,
DEEPWATER-5RY0MV,2019-07-12,13.52,0.0,162.0,,,284.48,438.0,0.0,945.43,235.52,
DEEPWATER-5RY0MV,2019-07-13,13.26,0.0,162.0,,,284.25,438.0,0.0,933.13,235.71,
DEEPWATER-5RY0MV,2019-07-14,13.24,0.0,162.0,,,284.23,438.0,0.0,930.55,235.75,
DEEPWATER-5RY0MV,2019-07-15,13.39,0.0,162.86,,,284.5,440.34,0.0,929.28,236.06,
DEEPWATER-5RY0MV,2019-07-16,11.65,0.0,144.49,,,256.36,390.65,0.0,4728.13,219.24,
DEEPWATER-5RY0MV,2019-07-17,12.45,0.0,147.96,,,135.74,359.77,0.0,68825.62,54.09,
DEEPWATER-5RY0MV,2019-07-18,12.73,0.0,160.0,,,48.87,388.58,0.0,41556.61,49.0,
DEEPWATER-5RY0MV,2019-07-19,12.57,0.0,160.0,,,31.25,388.67,0.0,18656.08,51.08,
DEEPWATER-5RY0MV,2019-07-20,12.55,0.0,160.0,,,31.63,388.71,0.0,18466.35,57.12,
DEEPWATER-5RY0MV,2019-07-21,12.55,0.0,160.0,,,31.5,388.67,0.0,26363.03,40.0,
DEEPWATER-5RY0MV,2019-07-22,12.41,0.0,149.35,,,49.89,362.98,0.0,21682.76,38.2,
DEEPWATER-5RY0MV,2019-07-23,11.75,0.0,160.0,,,71.58,388.57,0.0,21939.79,35.99,
DEEPWATER-5RY0MV,2019-07-24,11.7,0.0,160.0,,,65.23,388.66,0.0,41711.89,31.16,
DEEPWATER-5RY0MV,2019-07-25,11.61,0.0,160.01,,,31.76,388.55,0.0,12880.22,31.76,
DEEPWATER-5RY0MV,2019-07-26,11.62,0.0,160.0,,,31.74,388.5,0.0,13903.56,31.74,
DEEPWATER-5RY0MV,2019-07-27,11.61,0.0,160.0,,,31.22,388.54,0.0,41186.01,39.88,
DEEPWATER-5RY0MV,2019-07-28,12.05,0.0,160.0,,,31.35,388.72,0.0,29045.58,56.86,
DEEPWATER-5RY0MV,2019-07-29,12.07,0.0,160.0,,,32.0,388.6,0.0,0.0,32.0,yes
DEEPWATER-5RY0MV,2019-11-28,30.88,0.0,47.0,,,286.89,389.53,0.0,515.88,234.81,
DEEPWATER-5RY0MV,2019-11-29,30.29,0.0,47.0,,,286.9,389.49,0.0,475.95,234.73,
DEEPWATER-5RY0MV,2019-12-02,30.79,0.0,47.73,,,290.69,395.87,0.0,402.2,234.51,
DEEPWATER-5RY0MV,2019-12-03,30.79,0.0,48.0,,,292.32,398.08,0.0,369.87,234.4,
DEEPWATER-5RY0MV,2019-12-04,31.3,0.0,48.0,,,293.48,397.96,0.0,401.79,234.48,
DEEPWATER-5RY0MV,2019-12-05,31.11,0.0,48.0,,,293.84,397.79,0.0,378.46,234.3,
DEEPWATER-5RY0MV,2019-12-06,31.01,0.0,48.0,,,293.66,397.92,0.0,372.14,234.3,
DEEPWATER-5RY0MV,2019-12-07,26.56,0.0,40.53,,,277.54,333.07,0.0,449.57,231.39,
DEEPWATER-5RY0MV,2019-12-08,30.8,0.0,48.0,,,293.51,398.16,0.0,356.69,234.15,
DEEPWATER-5RY0MV,2019-12-09,30.82,0.0,48.0,,,293.51,397.66,0.0,351.62,234.1,
DEEPWATER-5RY0MV,2019-12-10,30.74,0.0,48.0,,,293.46,397.99,0.0,344.56,234.1,
DEEPWATER-5RY0MV,2019-12-11,30.65,0.0,48.0,,,293.45,397.92,0.0,338.4,234.09,
DEEPWATER-5RY0MV,2019-12-12,30.62,0.0,48.0,,,293.45,397.73,0.0,333.18,234.0,
DEEPWATER-5RY0MV,2019-12-13,30.59,0.0,48.0,,,293.51,397.68,0.0,331.75,234.0,
DEEPWATER-5RY0MV,2019-12-14,30.54,0.0,48.0,,,293.52,398.09,0.0,328.02,234.0,
DEEPWATER-5RY0MV,2019-12-15,30.48,0.0,48.0,,,293.52,398.05,0.0,323.66,234.0,
DEEPWATER-5RY0MV,2019-12-16,30.46,0.0,48.0,,,293.56,397.88,0.0,323.25,234.0,
DEEPWATER-5RY0MV,2019-12-17,30.46,0.0,48.0,,,293.57,397.68,0.0,321.93,234.0,
DEEPWATER-5RY0MV,2019-12-18,30.42,0.0,48.0,,,293.64,397.97,0.0,316.59,233.96,
DEEPWATER-5RY0MV,2019-12-19,30.37,0.0,48.0,,,293.56,397.79,0.0,315.59,233.88,
DEEPWATER-5RY0MV,2019-12-20,30.37,0.0,48.0,,,293.58,397.68,0.0,315.04,233.84,
DEEPWATER-5RY0MV,2019-12-21,30.37,0.0,48.0,,,293.63,397.63,0.0,312.61,233.8,
DEEPWATER-5RY0MV,2019-12-22,30.35,0.0,48.0,,,293.68,398.01,0.0,311.7,233.8,
DEEPWATER-5RY0MV,2019-12-23,30.37,0.0,48.0,,,293.91,397.58,0.0,310.74,233.8,
DEEPWATER-5RY0MV,2019-12-24,30.34,0.0,48.0,,,294.14,398.31,0.0,309.85,233.8,
DEEPWATER-5RY0MV,2019-12-25,30.33,0.0,48.0,,,294.42,397.86,0.0,308.32,233.8,
DEEPWATER-5RY0MV,2019-12-26,30.31,0.0,48.0,,,294.36,397.73,0.0,307.05,233.8,
DEEPWATER-5RY0MV,2019-12-27,30.3,0.0,48.0,,,294.33,397.93,0.0,305.39,233.8,
DEEPWATER-5RY0MV,2019-12-28,30.27,0.0,48.0,,,294.32,397.89,0.0,303.38,233.8,
DEEPWATER-5RY0MV,2019-12-29,30.22,0.0,48.0,,,294.25,397.52,0.0,299.97,233.8,
DEEPWATER-5RY0MV,2019-12-30,30.23,0.0,48.0,,,294.2,397.92,0.0,300.5,233.8,
DEEPWATER-5RY0MV,2019-12-31,30.21,0.0,48.0,,,294.12,397.94,0.0,299.17,233.79,
DEEPWATER-A5W4QG,2019-02-25,23.13,3909.74,54.0,,,262.47,432.41,0.24,308.29,226.79,
DEEPWATER-A5W4QG,2019-02-26,23.13,3909.82,54.0,,,262.39,432.29,0.24,308.4,226.8,
DEEPWATER-A5W4QG,2019-02-27,23.12,3910.1,54.0,,,262.35,432.37,0.24,307.81,226.79,
DEEPWATER-A5W4QG,2019-02-28,23.11,3909.88,54.0,,,262.36,432.29,0.23,307.4,226.78,
DEEPWATER-A5W4QG,2019-03-01,23.1,3910.05,54.0,,,262.39,432.27,0.23,307.36,226.77,
DEEPWATER-A5W4QG,2019-03-02,23.1,3910.81,54.0,,,262.45,432.19,0.25,307.16,226.79,
DEEPWATER-A5W4QG,2019-03-03,23.1,3911.39,54.0,,,262.45,432.43,0.23,306.57,226.79,
DEEPWATER-A5W4QG,2019-03-04,23.09,3912.3,54.0,,,262.43,432.49,0.24,306.87,226.82,
DEEPWATER-A5W4QG,2019-03-05,23.1,3911.72,54.0,,,262.39,432.41,0.25,306.95,226.83,
DEEPWATER-A5W4QG,2019-03-06,23.11,3911.79,54.0,,,262.43,432.3,0.25,306.69,226.84,
DEEPWATER-A5W4QG,2019-03-07,23.11,3912.21,54.0,,,262.43,432.47,0.23,307.32,226.84,
DEEPWATER-A5W4QG,2019-03-08,23.11,3914.11,54.0,,,262.5,432.43,0.24,307.99,226.87,
DEEPWATER-A5W4QG,2019-03-09,23.11,3912.54,54.0,,,262.56,432.47,0.25,307.29,226.83,
DEEPWATER-A5W4QG,2019-03-10,23.1,3912.69,54.0,,,262.6,432.41,0.22,307.54,226.82,
DEEPWATER-A5W4QG,2019-03-11,23.11,3913.39,54.0,,,262.65,432.65,0.23,306.98,226.82,
DEEPWATER-A5W4QG,2019-03-12,23.11,3913.57,54.0,,,262.63,432.4,0.23,307.18,226.84,
DEEPWATER-A5W4QG,2019-03-13,23.11,3913.15,54.0,,,262.54,432.16,0.25,306.97,226.83,
DEEPWATER-A5W4QG,2019-03-14,23.1,3914.12,54.0,,,262.59,432.44,0.24,306.77,226.83,
DEEPWATER-A5W4QG,2019-03-15,23.08,3914.57,54.0,,,262.63,432.31,0.24,305.97,226.82,
DEEPWATER-A5W4QG,2019-03-16,23.08,3915.0,54.0,,,262.63,432.32,0.24,306.37,226.85,
DEEPWATER-A5W4QG,2019-03-17,23.1,3914.49,54.0,,,262.52,432.4,0.25,306.35,226.83,
DEEPWATER-A5W4QG,2019-03-18,23.1,3915.34,54.0,,,262.6,432.33,0.24,306.31,226.83,
DEEPWATER-A5W4QG,2019-03-19,23.09,3915.45,54.0,,,262.57,432.24,0.24,305.76,226.81,
DEEPWATER-A5W4QG,2019-03-20,23.09,3916.58,54.0,,,262.71,432.32,0.24,306.28,226.84,
DEEPWATER-A5W4QG,2019-03-21,23.08,0.0,54.0,,,0.0,432.31,0.0,0.0,0.0,
DEEPWATER-A5W4QG,2019-03-22,23.08,0.0,54.0,,,0.0,432.2,0.0,0.0,0.0,
DEEPWATER-A5W4QG,2019-03-23,23.08,0.0,54.0,,,0.0,432.57,0.0,0.0,0.0,
DEEPWATER-A5W4QG,2019-03-24,23.07,0.0,54.0,,,0.0,432.16,0.0,0.0,0.0,
DEEPWATER-A5W4QG,2019-03-25,23.07,3915.25,54.0,,,262.6,432.3,0.3,303.95,226.7,
DEEPWATER-A5W4QG,2019-03-26,23.09,3915.19,54.0,,,262.6,432.35,0.25,304.58,226.82,
DEEPWATER-A5W4QG,2019-03-27,23.07,3915.47,54.0,,,262.61,432.32,0.24,304.2,226.83,
DEEPWATER-A5W4QG,2019-03-28,23.08,3915.61,54.0,,,262.68,432.52,0.24,303.84,226.84,
DEEPWATER-A5W4QG,2019-03-29,23.08,3916.66,54.0,,,262.67,432.31,0.24,303.73,226.83,
DEEPWATER-A5W4QG,2019-03-30,23.07,3916.99,54.0,,,262.69,432.57,0.25,303.61,226.83,
DEEPWATER-A5W4QG,2019-03-31,23.07,3918.65,54.0,,,262.68,432.53,0.24,303.62,226.83,
DEEPWATER-A5W4QG,2019-04-01,23.07,3918.66,54.0,,,262.65,432.21,0.25,303.59,226.83,
DEEPWATER-A5W4QG,2019-04-02,23.07,3919.39,54.0,,,262.58,432.16,0.26,303.78,226.83,
DEEPWATER-A5W4QG,2019-04-03,23.08,3918.13,54.0,,,262.66,432.55,0.24,303.18,226.83,
DEEPWATER-A5W4QG,2019-04-04,23.08,3918.28,54.0,,,262.66,432.38,0.24,302.91,226.8,
DEEPWATER-A5W4QG,2019-04-05,23.07,3918.49,54.0,,,262.58,432.47,0.24,303.16,226.85,
DEEPWATER-A5W4QG,2019-04-06,23.07,3918.6,54.0,,,262.55,432.3,0.23,302.57,226.83,
DEEPWATER-A5W4QG,2019-04-07,23.06,3919.64,54.0,,,262.52,432.4,0.24,302.98,226.82,
DEEPWATER-A5W4QG,2019-04-08,23.05,3920.86,54.0,,,262.57,432.32,0.23,303.0,226.83,
DEEPWATER-A5W4QG,2019-04-09,23.07,3924.28,54.0,,,262.1,432.27,0.24,307.44,227.01,
DEEPWATER-A5W4QG,2019-04-10,19.39,3210.93,43.39,,,245.95,351.17,0.2,356.97,219.11,
DEEPWATER-A5W4QG,2019-04-11,20.98,3313.73,48.93,,,250.7,389.86,0.22,367.6,222.3,
DEEPWATER-A5W4QG,2019-04-12,23.12,3910.77,54.0,,,261.57,432.26,0.26,297.05,226.86,
DEEPWATER-A5W4QG,2019-04-13,23.09,3914.47,54.0,,,261.59,432.33,0.24,297.92,226.9,
DEEPWATER-A5W4QG,2019-04-14,23.08,3915.47,54.0,,,261.7,432.5,0.26,297.97,226.94,
DEEPWATER-A5W4QG,2019-04-15,23.09,3917.61,54.0,,,261.63,432.34,0.27,298.25,226.96,
DEEPWATER-A5W4QG,2019-04-16,23.09,3918.77,54.0,,,261.67,432.18,0.25,298.91,227.01,
DEEPWATER-A5W4QG,2019-04-17,23.09,3917.96,54.0,,,261.66,432.32,0.27,298.17,226.94,
DEEPWATER-A5W4QG,2019-05-18,23.06,3924.69,54.0,,,262.42,432.36,0.27,292.83,227.59,
DEEPWATER-A5W4QG,2019-05-19,23.03,3924.91,54.0,,,262.43,432.17,0.26,292.74,227.59,
DEEPWATER-A5W4QG,2019-05-20,23.06,3924.91,54.0,,,262.56,432.34,0.25,292.11,227.62,
DEEPWATER-A5W4QG,2019-05-21,23.05,3925.51,54.0,,,262.56,432.32,0.25,291.89,227.66,
DEEPWATER-A5W4QG,2019-05-22,23.04,3926.16,54.0,,,262.5,432.36,0.27,291.37,227.68,
DEEPWATER-A5W4QG,2019-05-28,23.05,3928.65,54.0,,,128.19,432.64,2.56,2016.88,108.77,
DEEPWATER-A5W4QG,2019-05-29,23.03,3928.8,54.0,,,225.28,432.56,0.81,768.79,194.73,
DEEPWATER-A5W4QG,2019-05-30,23.01,3930.25,54.0,,,262.64,432.25,0.25,291.83,227.75,
DEEPWATER-A5W4QG,2019-05-31,23.01,3931.94,54.0,,,262.56,432.27,0.24,292.21,227.78,
DEEPWATER-A5W4QG,2019-06-01,23.01,3932.46,54.0,,,262.54,432.26,0.25,292.39,227.76,
DEEPWATER-A5W4QG,2019-06-02,22.98,3936.83,54.0,,,262.45,432.6,0.25,295.42,227.79,
DEEPWATER-A5W4QG,2019-06-03,23.01,3935.65,54.0,,,262.29,432.49,0.26,290.69,227.5,
DEEPWATER-A5W4QG,2019-06-04,23.1,3919.91,54.0,,,262.7,432.35,0.25,317.73,228.34,
DEEPWATER-A5W4QG,2019-06-05,21.6,3894.13,54.0,,,259.27,432.31,0.25,346.36,228.4,
DEEPWATER-A5W4QG,2019-06-06,20.97,3866.33,54.0,,,258.48,432.32,0.25,353.46,228.83,
DEEPWATER-A5W4QG,2019-06-07,20.96,3869.8,54.0,,,258.38,432.28,0.24,356.19,228.87,
DEEPWATER-A5W4QG,2019-06-08,19.92,3835.94,54.0,,,257.98,432.39,0.24,403.76,230.14,
DEEPWATER-A5W4QG,2019-06-09,19.66,3834.16,54.0,,,257.74,432.22,0.26,419.18,230.79,
DEEPWATER-A5W4QG,2019-06-10,19.57,3803.94,54.0,,,258.1,432.38,0.27,423.79,231.34,
DEEPWATER-A5W4QG,2019-06-11,20.9,3835.26,54.0,,,257.91,432.29,0.29,375.44,229.49,
DEEPWATER-A5W4QG,2019-06-12,21.99,3893.84,54.0,,,259.78,432.39,0.27,315.31,227.74,
DEEPWATER-A5W4QG,2019-06-13,21.4,3882.68,54.0,,,258.85,432.39,0.25,336.24,228.35,
DEEPWATER-A5W4QG,2019-06-14,21.87,3891.0,54.0,,,259.52,432.45,0.25,318.8,227.82,
DEEPWATER-A5W4QG,2019-06-15,22.04,3894.76,54.0,,,259.88,432.32,0.25,313.72,227.76,
DEEPWATER-A5W4QG,2019-06-16,22.05,3896.03,54.0,,,259.91,432.35,0.24,313.21,227.77,
DEEPWATER-A5W4QG,2019-06-17,21.99,3894.23,54.0,,,259.87,432.25,0.24,313.29,227.77,
DEEPWATER-A5W4QG,2019-06-18,21.98,3893.79,54.0,,,259.87,432.37,0.22,313.23,227.77,
DEEPWATER-A5W4QG,2019-06-19,22.01,3894.61,54.0,,,259.83,432.18,0.22,312.57,227.76,
DEEPWATER-A5W4QG,2019-06-20,22.01,3894.57,54.0,,,259.76,432.25,0.24,312.93,227.75,
DEEPWATER-A5W4QG,2019-06-21,22.03,3896.42,54.0,,,259.82,432.26,0.24,313.53,227.78,
DEEPWATER-A5W4QG,2019-06-22,22.01,3893.77,54.0,,,259.85,432.57,0.23,313.25,227.76,
DEEPWATER-A5W4QG,2019-06-23,21.98,3893.4,54.0,,,259.89,432.3,0.23,312.86,227.75,
DEEPWATER-A5W4QG,2019-06-24,22.04,3895.56,54.0,,,259.92,432.26,0.24,312.83,227.76,
DEEPWATER-A5W4QG,2019-06-25,22.01,3895.82,54.0,,,259.84,432.37,0.24,313.42,227.75,
DEEPWATER-A5W4QG,2019-06-26,21.97,3895.13,54.0,,,259.74,432.24,0.24,314.4,227.77,
DEEPWATER-A5W4QG,2019-06-27,21.68,3596.19,50.15,,,252.29,408.08,0.22,357.98,221.79,
DEEPWATER-A5W4QG,2019-06-28,22.02,3900.4,54.0,,,259.55,432.48,0.24,313.0,227.52,
DEEPWATER-A5W4QG,2019-06-29,21.96,3895.84,54.0,,,259.58,432.3,0.25,313.99,227.65,
DEEPWATER-A5W4QG,2019-06-30,21.96,3894.27,54.0,,,259.59,432.36,0.25,314.19,227.68,
DEEPWATER-A5W4QG,2019-07-01,21.94,3892.64,54.0,,,259.48,432.66,0.22,315.14,227.69,
DEEPWATER-A5W4QG,2019-07-02,21.9,3892.18,54.0,,,259.46,432.16,0.23,316.38,227.7,
DEEPWATER-A5W4QG,2019-07-03,21.86,3892.93,54.0,,,259.46,432.32,0.23,316.81,227.7,
DEEPWATER-A5W4QG,2019-07-04,21.87,3893.14,54.0,,,259.51,432.22,0.24,316.69,227.71,
DEEPWATER-A5W4QG,2019-07-05,21.92,3895.13,54.0,,,259.53,432.35,0.22,316.18,227.71,
DEEPWATER-A5W4QG,2019-07-06,21.9,3895.11,54.0,,,259.6,432.62,0.22,316.01,227.71,
DEEPWATER-A5W4QG,2019-07-07,21.95,3895.24,54.0,,,259.62,432.48,0.23,315.43,227.71,
DEEPWATER-A5W4QG,2019-07-08,22.01,3896.51,54.0,,,259.75,432.29,0.24,314.03,227.69,
DEEPWATER-A5W4QG,2019-07-09,21.98,3896.54,54.0,,,259.79,432.2,0.23,314.43,227.7,
DEEPWATER-A5W4QG,2019-07-10,21.98,3896.57,54.0,,,259.73,432.31,0.25,314.86,227.7,
DEEPWATER-A5W4QG,2019-07-11,21.91,3896.05,54.0,,,259.63,432.25,0.23,315.6,227.71,
DEEPWATER-A5W4QG,2019-07-12,21.89,3894.72,54.0,,,259.57,432.56,0.23,316.15,227.72,
DEEPWATER-A5W4QG,2019-07-13,21.91,3895.35,54.0,,,259.63,432.39,0.22,315.36,227.71,
DEEPWATER-A5W4QG,2019-07-14,22.01,3896.92,54.0,,,259.76,432.2,0.25,314.15,227.7,
DEEPWATER-A5W4QG,2019-07-15,22.01,3898.02,54.0,,,259.79,432.21,0.26,314.06,227.7,
DEEPWATER-A5W4QG,2019-07-16,21.94,3897.14,54.0,,,259.71,432.31,0.24,314.63,227.7,
DEEPWATER-A5W4QG,2019-07-17,21.95,3897.1,54.0,,,259.64,432.28,0.23,315.18,227.7,
DEEPWATER-A5W4QG,2019-07-18,21.96,3896.67,54.0,,,259.7,432.32,0.24,314.7,227.7,
DEEPWATER-A5W4QG,2019-07-19,21.97,3898.23,54.0,,,259.77,432.33,0.23,314.52,227.7,
DEEPWATER-A5W4QG,2019-07-20,21.92,3897.68,54.0,,,259.73,432.21,0.24,314.68,227.73,
DEEPWATER-A5W4QG,2019-07-21,21.94,3897.27,54.0,,,259.73,432.42,0.24,314.44,227.72,
DEEPWATER-A5W4QG,2019-07-22,21.99,3896.32,54.0,,,259.72,432.46,0.24,314.38,227.71,
DEEPWATER-A5W4QG,2019-07-23,21.91,3895.83,54.0,,,259.7,432.34,0.23,314.9,227.73,
DEEPWATER-A5W4QG,2019-07-24,21.93,3895.49,54.0,,,259.67,432.32,0.22,315.19,227.74,
DEEPWATER-A5W4QG,2019-07-25,21.9,3897.86,54.0,,,259.66,432.37,0.23,315.53,228.01,
DEEPWATER-A5W4QG,2019-07-26,21.87,3896.91,54.0,,,259.6,432.33,0.22,316.27,227.77,
DEEPWATER-A5W4QG,2019-07-27,21.82,3896.27,54.0,,,259.56,432.36,0.24,316.84,227.78,
DEEPWATER-A5W4QG,2019-07-28,19.89,3610.76,47.19,,,256.75,381.02,0.21,355.46,227.72,
DEEPWATER-A5W4QG,2019-07-29,22.09,3910.91,54.0,,,259.99,432.19,0.25,311.67,227.72,
DEEPWATER-A5W4QG,2019-07-30,21.97,3897.68,54.0,,,259.79,432.32,0.24,313.55,227.74,
DEEPWATER-A5W4QG,2019-07-31,22.05,3897.73,54.0,,,259.87,432.18,0.26,314.52,227.74,
DEEPWATER-A5W4QG,2019-08-01,20.15,3483.12,47.14,,,256.1,388.78,0.24,355.8,227.9,
DEEPWATER-A5W4QG,2019-08-02,21.96,3893.13,54.0,,,259.57,432.36,0.25,314.64,227.74,
DEEPWATER-A5W4QG,2019-08-03,21.9,3893.04,54.0,,,259.54,432.37,0.24,315.56,227.77,
DEEPWATER-A5W4QG,2019-08-04,21.32,3886.6,54.0,,,258.85,432.36,0.26,339.02,228.4,
DEEPWATER-A5W4QG,2019-08-05,22.92,3959.97,54.0,,,261.74,432.33,0.25,280.54,226.93,
DEEPWATER-A5W4QG,2019-08-06,22.97,3946.24,54.0,,,262.26,432.68,0.25,297.47,228.02,
DEEPWATER-A5W4QG,2019-08-07,22.96,3938.93,54.0,,,262.28,432.15,0.24,299.0,228.14,
DEEPWATER-A5W4QG,2019-08-08,22.95,3936.56,54.0,,,262.21,432.45,0.24,298.12,228.18,
DEEPWATER-A5W4QG,2019-08-09,22.94,3937.68,54.0,,,262.18,432.37,0.25,297.91,228.18,
DEEPWATER-A5W4QG,2019-08-10,22.95,3937.54,54.0,,,262.22,432.4,0.26,297.4,228.1,
DEEPWATER-A5W4QG,2019-08-11,22.92,3937.91,54.0,,,262.22,432.3,0.24,297.0,228.12,
DEEPWATER-A5W4QG,2019-08-12,22.93,3938.26,54.0,,,262.25,432.29,0.25,296.62,228.16,
DEEPWATER-A5W4QG,2019-08-13,18.73,3292.7,44.08,,,244.72,350.18,0.22,350.63,217.97,
DEEPWATER-A5W4QG,2019-08-14,23.02,3915.86,54.0,,,262.82,432.34,0.24,295.7,228.06,
DEEPWATER-A5W4QG,2019-08-15,22.99,3929.02,54.0,,,262.62,432.38,0.24,292.28,228.0,
DEEPWATER-A5W4QG,2019-08-16,22.98,3929.75,54.0,,,262.7,432.29,0.25,292.3,228.04,
DEEPWATER-A5W4QG,2019-08-17,22.98,3929.96,54.0,,,262.54,432.34,0.26,294.45,228.06,
DEEPWATER-A5W4QG,2019-08-18,22.98,3929.44,54.0,,,262.39,432.35,0.25,293.97,228.03,
DEEPWATER-A5W4QG,2019-08-19,22.95,3932.19,54.0,,,262.29,432.19,0.25,292.98,227.95,
DEEPWATER-A5W4QG,2019-08-20,20.48,3456.11,44.86,,,249.84,376.27,0.2,379.27,220.22,
DEEPWATER-A5W4QG,2019-08-21,22.92,3930.53,54.0,,,262.31,432.39,0.24,300.45,228.55,
DEEPWATER-A5W4QG,2019-08-22,22.89,3938.35,54.0,,,262.19,432.4,0.22,294.91,228.41,
DEEPWATER-A5W4QG,2019-08-23,22.87,3938.18,54.0,,,262.22,432.41,0.2,295.14,228.41,
DEEPWATER-A5W4QG,2019-08-24,22.88,3938.61,54.0,,,262.27,432.39,0.22,295.54,228.45,
DEEPWATER-A5W4QG,2019-08-25,22.87,3939.03,54.0,,,262.22,432.32,0.21,295.68,228.43,
DEEPWATER-A5W4QG,2019-08-26,22.85,3939.15,54.0,,,262.22,432.32,0.24,295.68,228.47,
DEEPWATER-A5W4QG,2019-08-27,22.87,3939.23,54.0,,,262.24,432.41,0.22,296.28,228.55,
DEEPWATER-A5W4QG,2019-09-03,22.82,3945.85,54.0,,,262.06,432.28,0.21,297.34,228.6,
DEEPWATER-A5W4QG,2019-09-04,22.83,3946.52,54.0,,,262.16,432.26,0.22,296.43,228.6,
DEEPWATER-A5W4QG,2019-09-05,22.83,3947.02,54.0,,,262.31,432.19,0.23,295.98,228.61,
DEEPWATER-A5W4QG,2019-09-06,22.83,3948.54,54.0,,,262.29,432.28,0.23,296.56,228.64,
